video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=VcL66zx_6No&pp=ygUHanVzdGljZQ%3D%3D,/@harvard,Harvard University,"Justice: What's The Right Thing To Do? Episode 08: ""WHATS A FAIR START?""",1.3M,14 years,ART ONE: WHATS A FAIR START? Is it just to tax the rich to help the poor? John Rawls says we should answer this question by ...,2024-02-13 03:03:13.629646
/watch?v=smQsfNw_7V4&pp=ygUHanVzdGljZQ%3D%3D,/@ContraPoints,ContraPoints,Justice | ContraPoints,2.9M,3 years,Let's talk about justice uwu Support this channel: https://www.patreon.com/contrapoints ✿Donate: https://paypal.me/contrapoints ...,2024-02-13 03:03:13.633508
/watch?v=zX6CnOkZY48&pp=ygUHanVzdGljZQ%3D%3D,/@StrictlyLyrics,Strictly Lyrics,Shaneil Muir - Justice Lyrics | Strictly Lyrics,248K,1 year,Shaneil Muir - Justice Lyrics | Strictly Lyrics Like    Share↪ Comment   Subscribe   Strictly Lyrics does not own any part of this ...,2024-02-13 03:03:13.636103
/shorts/yXas79Z0IdU,/@yannisnerdverse,Yanni's Nerdverse,Arkham Batman is COMING BACK TO LIFE in Suicide Squad: Kill the Justice League! Brainiac Resurrect,436K,8 days,Batman is coming back to life and killed the Justice League if you go into the game files there are two really important unused ...,2024-02-13 03:03:13.639116
/watch?v=LW2hgjAdHhw&pp=ygUHanVzdGljZQ%3D%3D,/@comics_explained,Comics Explained,Batman KILLS The Justice League,118K,7 days,"JLA: The Tower of Babel Issues 1 through 4. ▸ Batman is the ultimate strategist, using his intelligence and resources to secure his ...",2024-02-13 03:03:13.641445
/watch?v=nr90nbqxuZk&pp=ygUHanVzdGljZQ%3D%3D,/@TheKidsWantJustice,TheKidsWantJustice,Justice -  We Are Your Friends [HQ Sound],7.5M,14 years,Ed Banger.,2024-02-13 03:03:13.642965
/watch?v=KqzW0eHzDSQ&pp=ygUHanVzdGljZQ%3D%3D,/@harvard,Harvard University,"Justice: What's The Right Thing To Do? Episode 07: ""A LESSON IN LYING""",1.3M,14 years,PART ONE: A LESSON IN LYING Immanuel Kants stringent theory of morality allows for no exceptions. Kant believed that telling a ...,2024-02-13 03:03:13.645076
/watch?v=dCY8eRNCc6w&pp=ygUHanVzdGljZQ%3D%3D,/@JusticeCourtTV,Justice CourtTV,HE GOT ME PREGNANT. WHY IS HE DENYING IT? || Justice Court EP 182,162K,2 weeks,SUBSCRIBE TO THIS CHANNEL✨ by clicking the subscribe button. Click on the BELL ICON as well so you can get notification ...,2024-02-13 03:03:13.647615
/watch?v=8rf3uqDj00A&pp=ygUHanVzdGljZQ%3D%3D,/@dr.michaelsugrue,Michael Sugrue,"Great Minds - Part 1 - Plato's Republic I: Justice, Power, and Knowledge",556K,3 years,"This is the official YouTube channel of Dr. Michael Sugrue. Please consider subscribing to be notified of future videos, as we ...",2024-02-13 03:03:13.651288
/watch?v=uWYg0-ORaVg&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCni1IZWoNale6URXWuO1AQQ,Justice,Justice - Closer To Me (Official Video),2.1M,3 years,"Film Director, Shot by & Edited by : Allan Kartel Drone Footage: DirkFPV Produced By: JHRecords Musical Arrangement: Jason ...",2024-02-13 03:03:13.653882
/watch?v=8yT4RZy1t3s&pp=ygUHanVzdGljZQ%3D%3D,/@harvard,Harvard University,"Justice: What's The Right Thing To Do? Episode 05: ""HIRED GUNS""",1.5M,14 years,"PART ONE: HIRED GUNS During the Civil War, men drafted into war had the option of hiring substitutes to fight in their place.",2024-02-13 03:03:13.657867
/watch?v=JyzHpCiIoyI&pp=ygUHanVzdGljZQ%3D%3D,/@MeidasTouch,MeidasTouch,SCOTUS Justice BRINGS THE HAMMER DOWN on Trump lawyer,500K,2 days,MeidasTouch legal analyst Dina Doll discusses Supreme Court Justice Ketanji Brown Jackson's takedown of Trump's arguments.,2024-02-13 03:03:23.968260
/watch?v=iOotE9_OGGs&pp=ygUHanVzdGljZQ%3D%3D,/@harvard,Harvard University,"Justice: What's The Right Thing To Do? Episode 11: ""THE CLAIMS OF COMMUNITY""",786K,14 years,PART ONE: THE CLAIMS OF COMMUNITY Professor Sandel presents Kants objections to Aristotles theory. Kant believes politics ...,2024-02-13 03:03:23.971597
/watch?v=Gxu248aD6PY&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCQ5Ssrs48yJBfOesfDqXUeA,Justice,Justice - New Lands (Official Video),3.5M,11 years,Justice : Gaspard Augé and Xavier de Rosnay Official website → https://justice.church Follow Justice: Facebook: ...,2024-02-13 03:03:23.974115
/watch?v=jUA94HsijPQ&pp=ygUHanVzdGljZQ%3D%3D,/@nhmovies,NH Movies,"𝐉𝐮𝐬𝐭𝐢𝐜𝐞 𝐂𝐡𝐚𝐮𝐝𝐡𝐚𝐫𝐲 | 𝐉𝐞𝐞𝐭𝐞𝐧𝐝𝐫𝐚, 𝐒𝐫𝐢𝐝𝐞𝐯𝐢, 𝐇𝐞𝐦𝐚 𝐌𝐚𝐥𝐢𝐧𝐢, 𝐊𝐚𝐝𝐚𝐫 𝐊𝐡𝐚𝐧 | 𝐑𝐞𝐦𝐞𝐦𝐛𝐞𝐫𝐢𝐧𝐠 𝐒𝐫𝐢𝐝𝐞𝐯𝐢 |𝐅𝐮𝐥𝐥 𝐌𝐨𝐯𝐢𝐞",1.1M,1 year,#HindiMovies #NHStudiozBollywood #Bollywood #Movies #Films #Drama #Action #Romance #Entertainment #BollywoodFilms ...,2024-02-13 03:03:23.976378
/watch?v=OIarZHs24HQ&pp=ygUHanVzdGljZQ%3D%3D,/@rbcsportsful,rbcsportsful,Justice S01E01 Legendado,544K,10 years,It's been 8 years since I uploaded this series so my friends could watch it with subtitles in portuguese. Somehow after all this time ...,2024-02-13 03:03:23.979197
/watch?v=hKB2SHRtuIs&pp=ygUHanVzdGljZQ%3D%3D,/@kenyacitizentv,Citizen TV Kenya,Monica Kimani murder judgment by Justice Grace Nzioka | Part 1,30K,3 days,CitizenTV #citizendigital #citizentvkenya.,2024-02-13 03:03:23.981626
/watch?v=a104DXJcLgA&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCQ5Ssrs48yJBfOesfDqXUeA,Justice,Justice - Pleasure x Newjack x Civilization (WWW) [Official Audio],702K,5 years,Justice : Gaspard Augé and Xavier de Rosnay Official website → https://justice.church Follow Justice: Facebook: ...,2024-02-13 03:03:23.984210
/watch?v=x-R19oA1m8w&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCQ5Ssrs48yJBfOesfDqXUeA,Justice,Justice - Stop (Official Video),3.8M,5 years,Justice : Gaspard Augé and Xavier de Rosnay Official website → https://justice.church Follow Justice: Facebook: ...,2024-02-13 03:03:23.986720
/watch?v=WtLk7BjYZjo&pp=ygUHanVzdGljZQ%3D%3D,/@StudioKapricornMoris,Studio Kapricorn,"BONNTO SESSIONS - Kamarad, Justice Lecoq",1.2M,1 year,"Vincent Calice: Clavier, Basse, Choeurs Jason Heerah: Batterie, Percussions, Choeurs Kinsley Julien : Guitare, Choeurs ...",2024-02-13 03:03:23.988990
/watch?v=QuJ8TG2t5Ns&pp=ygUHanVzdGljZQ%3D%3D,/@StudyLovers,Study Lovers Kapil Gangwani,Justice: Play by John Galsworthy In Hindi summary Explanation and full analysis #Up_tgt,215K,4 years,Up_tgt #Justice #John_Galsworthy.,2024-02-13 03:03:23.995098
/watch?v=b9V3Pj47x4c&pp=ygUHanVzdGljZQ%3D%3D,/@flashbackfm,Flashback FM,Race. Flash vs Superman | Justice League,142M,5 years,"Film discription: Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of ...",2024-02-13 03:03:23.997839
/watch?v=wXp1C6Byd2E&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCQ5Ssrs48yJBfOesfDqXUeA,Justice,Justice - One Minute To Midnight - † (Official Audio),1.8M,11 years,Justice : Gaspard Augé and Xavier de Rosnay Official website → https://justice.church Follow Justice: Facebook: ...,2024-02-13 03:03:24.000753
/watch?v=eLOtl3nLR7Q&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCQ5Ssrs48yJBfOesfDqXUeA,Justice,Justice - DVNO - † (Official Audio),4.2M,11 years,Justice : Gaspard Augé and Xavier de Rosnay Official website → https://justice.church Follow Justice: Facebook: ...,2024-02-13 03:03:24.003674
/watch?v=ARbA29LoW2w&pp=ygUHanVzdGljZQ%3D%3D,/channel/UCni1IZWoNale6URXWuO1AQQ,Justice,Soley Pou  Leve (Official Music Video) Justice Lecoq,561K,2 years,"Soley Pou Leve (Official Music Video) Filmed & Directed by : Sk'eyes Shot in residence la chaux, Mahebourg & Sakoa Boutik ...",2024-02-13 03:03:24.008260
/shorts/QaxP0KbpPTc,/@yannisnerdverse,Yanni's Nerdverse,HARLEY QUINN without plot armor in Suicide Squad: Kill the Justice League | Death Animations,121K,1 day,These are all the Harley Quinn death animations in Kill the Justice League a failure and constant. Disappointment oh oh oh I ...,2024-02-13 03:03:24.011041
/watch?v=pG0DGTtdtb4&pp=ygUHanVzdGljZQ%3D%3D,/@Vetrom,Vetrom,Justice - Instrumental Mix (Undertale),1.2M,7 years,"It's finally here! I really love that part! So epic! Souls, my first undertale album is out!! iTunes: ...",2024-02-13 03:03:24.013731
/watch?v=iar5hP372h0&pp=ygUHanVzdGljZQ%3D%3D,/@OfficialMcPatFlynn,OfficialMcPatFlynn,No Justice - MC Pat Flynn,8.8M,8 years,Track - Ed Sheeran - I See Fire (Kygo Remix) Produced by EON Label: Raise The Barr Ltd. Contact: info@raisethebarr.eu ...,2024-02-13 03:03:24.016255
/watch?v=ClhU4KBCg7E&pp=ygUHanVzdGljZQ%3D%3D,/@EduSeekers,EduSeeker,Concept of Justice & Theories | John Rawls | Robert Nozick | Political Theory | UPSC PSIR | UGC NET,149K,1 year,"In this video, we have explained the concept of Justice in easy language. In this video, you will learn about John Rawls's theory of ...",2024-02-13 03:03:24.019970
